Column1,Column2,,,Column3,Column4,Column5,,Column6,Column7,Column8,Column9,,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
3004,STRING_GOODS_3004,STRING_GOODS_second_3004,T_SEOUL,GOODS_ICE,603,냉동 만두,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,10,0,0,5,0,icon_item_20088_1.png|icon_item_20088_1.png|icon_item_20088_1.png|icon_item_20088_1.png|icon_item_20088_1.png,shop_item_0060_1.png|shop_item_0060_2.png|shop_item_0060_3.png|shop_item_0060_4.png|shop_item_0060_5.png,item_0060_1_f_1.png|item_0060_1_f_2.png|item_0060_1_f_3.png|item_0060_1_f_4.png,item_0060_1_f_1.png|item_0060_1_f_2.png|item_0060_1_f_3.png|item_0060_1_f_4.png,item_0060_1_f_1.png|item_0060_1_f_2.png|item_0060_1_f_3.png|item_0060_1_f_4.png,item_0060_1_f_1.png|item_0060_1_f_2.png|item_0060_1_f_3.png|item_0060_1_f_4.png,item_0060_1_f_1.png|item_0060_1_f_2.png|item_0060_1_f_3.png|item_0060_1_f_4.png,item_0060_1_b_1.png|item_0060_1_b_2.png|item_0060_1_b_3.png|item_0060_1_b_4.png,item_0060_1_b_1.png|item_0060_1_b_2.png|item_0060_1_b_3.png|item_0060_1_b_4.png,item_0060_1_b_1.png|item_0060_1_b_2.png|item_0060_1_b_3.png|item_0060_1_b_4.png,item_0060_1_b_1.png|item_0060_1_b_2.png|item_0060_1_b_3.png|item_0060_1_b_4.png,item_0060_1_b_1.png|item_0060_1_b_2.png|item_0060_1_b_3.png|item_0060_1_b_4.png
3005,STRING_GOODS_3005,STRING_GOODS_second_3005,T_NEWYORK,GOODS_ICE,603,냉동 핫도그,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,9,0,0,5,0,icon_item_20089_1.png|icon_item_20089_1.png|icon_item_20089_1.png|icon_item_20089_1.png|icon_item_20089_1.png,shop_item_0061_1.png|shop_item_0061_2.png|shop_item_0061_3.png|shop_item_0061_4.png|shop_item_0061_5.png,item_0061_1_f_1.png|item_0061_1_f_2.png|item_0061_1_f_3.png|item_0061_1_f_4.png,item_0061_1_f_1.png|item_0061_1_f_2.png|item_0061_1_f_3.png|item_0061_1_f_4.png,item_0061_1_f_1.png|item_0061_1_f_2.png|item_0061_1_f_3.png|item_0061_1_f_4.png,item_0061_1_f_1.png|item_0061_1_f_2.png|item_0061_1_f_3.png|item_0061_1_f_4.png,item_0061_1_f_1.png|item_0061_1_f_2.png|item_0061_1_f_3.png|item_0061_1_f_4.png,item_0061_1_b_1.png|item_0061_1_b_2.png|item_0061_1_b_3.png|item_0061_1_b_4.png,item_0061_1_b_1.png|item_0061_1_b_2.png|item_0061_1_b_3.png|item_0061_1_b_4.png,item_0061_1_b_1.png|item_0061_1_b_2.png|item_0061_1_b_3.png|item_0061_1_b_4.png,item_0061_1_b_1.png|item_0061_1_b_2.png|item_0061_1_b_3.png|item_0061_1_b_4.png,item_0061_1_b_1.png|item_0061_1_b_2.png|item_0061_1_b_3.png|item_0061_1_b_4.png
3006,STRING_GOODS_3006,STRING_GOODS_second_3006,T_TOKYO,GOODS_ICE,603,냉동 돈까스,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,10,0,0,5,0,icon_item_20090_1.png|icon_item_20090_1.png|icon_item_20090_1.png|icon_item_20090_1.png|icon_item_20090_1.png,shop_item_0062_2.png|shop_item_0062_2.png|shop_item_0062_2.png|shop_item_0062_2.png|shop_item_0062_2.png,item_0062_2_f_1_1.png|item_0062_2_f_1_1.png|item_0062_2_f_1_2.png|item_0062_2_f_1_2.png,item_0062_2_f_1_1.png|item_0062_2_f_1_1.png|item_0062_2_f_1_2.png|item_0062_2_f_1_2.png,item_0062_2_f_1_1.png|item_0062_2_f_1_1.png|item_0062_2_f_1_2.png|item_0062_2_f_1_2.png,item_0062_2_f_1_1.png|item_0062_2_f_1_1.png|item_0062_2_f_1_2.png|item_0062_2_f_1_2.png,item_0062_2_f_1_1.png|item_0062_2_f_1_1.png|item_0062_2_f_1_2.png|item_0062_2_f_1_2.png,item_0062_2_b_1_1.png|item_0062_2_b_1_1.png|item_0062_2_b_1_2.png|item_0062_2_b_1_2.png,item_0062_2_b_1_1.png|item_0062_2_b_1_1.png|item_0062_2_b_1_2.png|item_0062_2_b_1_2.png,item_0062_2_b_1_1.png|item_0062_2_b_1_1.png|item_0062_2_b_1_2.png|item_0062_2_b_1_2.png,item_0062_2_b_1_1.png|item_0062_2_b_1_1.png|item_0062_2_b_1_2.png|item_0062_2_b_1_2.png,item_0062_2_b_1_1.png|item_0062_2_b_1_1.png|item_0062_2_b_1_2.png|item_0062_2_b_1_2.png
3007,STRING_GOODS_3007,,T_SEOUL,GOODS_ICE,603,팥빙수,GOODS_EXP,ITEM_RARE_N,100,5000,5000,3,3,1,0,12,0,0,5,0,icon_item_20091_1.png|icon_item_20091_1.png|icon_item_20091_1.png|icon_item_20091_1.png|icon_item_20091_1.png,shop_item_0160_1.png|shop_item_0160_1.png|shop_item_0160_1.png|shop_item_0160_1.png|shop_item_0160_1.png,item_0160_1_f_1.png|item_0160_1_f_1.png|item_0160_1_f_2.png|item_0160_1_f_2.png,item_0160_1_f_1.png|item_0160_1_f_1.png|item_0160_1_f_2.png|item_0160_1_f_2.png,item_0160_1_f_1.png|item_0160_1_f_1.png|item_0160_1_f_2.png|item_0160_1_f_2.png,item_0160_1_f_1.png|item_0160_1_f_1.png|item_0160_1_f_2.png|item_0160_1_f_2.png,item_0160_1_f_1.png|item_0160_1_f_1.png|item_0160_1_f_2.png|item_0160_1_f_2.png,item_0160_1_b_1.png|item_0160_1_b_1.png|item_0160_1_b_2.png|item_0160_1_b_2.png,item_0160_1_b_1.png|item_0160_1_b_1.png|item_0160_1_b_2.png|item_0160_1_b_2.png,item_0160_1_b_1.png|item_0160_1_b_1.png|item_0160_1_b_2.png|item_0160_1_b_2.png,item_0160_1_b_1.png|item_0160_1_b_1.png|item_0160_1_b_2.png|item_0160_1_b_2.png,item_0160_1_b_1.png|item_0160_1_b_1.png|item_0160_1_b_2.png|item_0160_1_b_2.png
3008,STRING_GOODS_3008,,T_TOKYO,GOODS_ICE,603,고드름,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,43,0,0,5,0,0,icon_item_20092_1.png|icon_item_20092_1.png|icon_item_20092_1.png|icon_item_20092_1.png|icon_item_20092_1.png,shop_item_0170_1.png|shop_item_0170_1.png|shop_item_0170_1.png|shop_item_0170_1.png|shop_item_0170_1.png,item_0170_1_f_1.png|item_0170_1_f_2.png|item_0170_1_f_3.png|item_0170_1_f_4.png,item_0170_1_f_1.png|item_0170_1_f_2.png|item_0170_1_f_3.png|item_0170_1_f_4.png,item_0170_1_f_1.png|item_0170_1_f_2.png|item_0170_1_f_3.png|item_0170_1_f_4.png,item_0170_1_f_1.png|item_0170_1_f_2.png|item_0170_1_f_3.png|item_0170_1_f_4.png,item_0170_1_f_1.png|item_0170_1_f_2.png|item_0170_1_f_3.png|item_0170_1_f_4.png,item_0170_1_b_1.png|item_0170_1_b_2.png|item_0170_1_b_3.png|item_0170_1_b_4.png,item_0170_1_b_1.png|item_0170_1_b_2.png|item_0170_1_b_3.png|item_0170_1_b_4.png,item_0170_1_b_1.png|item_0170_1_b_2.png|item_0170_1_b_3.png|item_0170_1_b_4.png,item_0170_1_b_1.png|item_0170_1_b_2.png|item_0170_1_b_3.png|item_0170_1_b_4.png,item_0170_1_b_1.png|item_0170_1_b_2.png|item_0170_1_b_3.png|item_0170_1_b_4.png
3009,STRING_GOODS_3009,STRING_GOODS_second_3009,T_VENEZIA,GOODS_ICE,603,딸기 파르페,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,51,0,0,5,0,0,icon_item_20093_1.png|icon_item_20093_1.png|icon_item_20093_1.png|icon_item_20093_1.png|icon_item_20093_1.png,shop_item_1017_1.png|shop_item_1017_2.png|shop_item_1017_3.png|shop_item_1017_4.png|shop_item_1017_5.png,item_1017_1_f_1.png|item_1017_1_f_2.png|item_1017_1_f_3.png|item_1017_1_f_4.png,item_1017_2_f_1.png|item_1017_2_f_2.png|item_1017_2_f_3.png|item_1017_2_f_4.png,item_1017_3_f_1.png|item_1017_3_f_2.png|item_1017_3_f_3.png|item_1017_3_f_4.png,item_1017_4_f_1.png|item_1017_4_f_1.png|item_1017_4_f_2.png|item_1017_4_f_2.png,item_1017_5_f_1.png|item_1017_5_f_1.png|item_1017_5_f_1.png|item_1017_5_f_1.png,item_1017_1_b_1.png|item_1017_1_b_2.png|item_1017_1_b_3.png|item_1017_1_b_4.png,item_1017_2_b_1.png|item_1017_2_b_2.png|item_1017_2_b_3.png|item_1017_2_b_4.png,item_1017_3_b_1.png|item_1017_3_b_2.png|item_1017_3_b_3.png|item_1017_3_b_4.png,item_1017_4_b_1.png|item_1017_4_b_1.png|item_1017_4_b_2.png|item_1017_4_b_2.png,item_1017_5_b_1.png|item_1017_5_b_1.png|item_1017_5_b_1.png|item_1017_5_b_1.png
3010,STRING_GOODS_3010,STRING_GOODS_second_3010,T_NEWYORK,GOODS_ICE,603,브라우니 아이스,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,52,0,0,5,0,0,icon_item_20094_1.png|icon_item_20094_1.png|icon_item_20094_1.png|icon_item_20094_1.png|icon_item_20094_1.png,shop_item_1009_1.png|shop_item_1009_2.png|shop_item_1009_3.png|shop_item_1009_4.png|shop_item_1009_5.png,item_1009_1_f_1.png|item_1009_1_f_1.png|item_1009_1_f_2.png|item_1009_1_f_2.png,item_1009_2_f_1.png|item_1009_2_f_1.png|item_1009_2_f_2.png|item_1009_2_f_2.png,item_1009_3_f_1.png|item_1009_3_f_1.png|item_1009_3_f_1.png|item_1009_3_f_1.png,item_1009_4_f_1.png|item_1009_4_f_1.png|item_1009_4_f_1.png|item_1009_4_f_1.png,item_1009_5_f_1.png|item_1009_5_f_1.png|item_1009_5_f_1.png|item_1009_5_f_1.png,item_1009_1_b_1.png|item_1009_1_b_1.png|item_1009_1_b_2.png|item_1009_1_b_2.png,item_1009_2_b_1.png|item_1009_2_b_1.png|item_1009_2_b_2.png|item_1009_2_b_2.png,item_1009_3_b_1.png|item_1009_3_b_1.png|item_1009_3_b_1.png|item_1009_3_b_1.png,item_1009_4_b_1.png|item_1009_4_b_1.png|item_1009_4_b_1.png|item_1009_4_b_1.png,item_1009_5_b_1.png|item_1009_5_b_1.png|item_1009_5_b_1.png|item_1009_5_b_1.png
3011,STRING_GOODS_3011,STRING_GOODS_second_3011,T_TOKYO,GOODS_ICE,603,스팅스타,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,39,0,0,5,0,0,icon_item_20095_1.png|icon_item_20095_1.png|icon_item_20095_1.png|icon_item_20095_1.png|icon_item_20095_1.png,shop_item_0224_1.png|shop_item_0224_2.png|shop_item_0224_3.png|shop_item_0224_4.png|shop_item_0224_5.png,item_0224_1_f_1.png|item_0224_1_f_2.png|item_0224_1_f_3.png|item_0224_1_f_4.png,item_0224_2_f_1.png|item_0224_2_f_2.png|item_0224_2_f_3.png|item_0224_2_f_4.png,item_0224_3_f_1.png|item_0224_3_f_1.png|item_0224_3_f_2.png|item_0224_3_f_2.png,item_0224_4_f_1.png|item_0224_4_f_1.png|item_0224_4_f_2.png|item_0224_4_f_2.png,item_0224_5_f_1.png|item_0224_5_f_1.png|item_0224_5_f_1.png|item_0224_5_f_1.png,item_0224_1_b_1.png|item_0224_1_b_2.png|item_0224_1_b_3.png|item_0224_1_b_4.png,item_0224_2_b_1.png|item_0224_2_b_2.png|item_0224_2_b_3.png|item_0224_2_b_4.png,item_0224_3_b_1.png|item_0224_3_b_1.png|item_0224_3_b_2.png|item_0224_3_b_2.png,item_0224_4_b_1.png|item_0224_4_b_1.png|item_0224_4_b_2.png|item_0224_4_b_2.png,item_0224_5_b_1.png|item_0224_5_b_1.png|item_0224_5_b_1.png|item_0224_5_b_1.png
3012,STRING_GOODS_3012,,T_VENEZIA,GOODS_ICE,603,체리마르,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,12,0,0,5,0,icon_item_20096_1.png|icon_item_20096_1.png|icon_item_20096_1.png|icon_item_20096_1.png|icon_item_20096_1.png,shop_item_0218_1.png|shop_item_0218_2.png|shop_item_0218_3.png|shop_item_0218_4.png|shop_item_0218_5.png,item_0218_1_f_1.png|item_0218_1_f_2.png|item_0218_1_f_3.png|item_0218_1_f_4.png,item_0218_2_f_1.png|item_0218_2_f_2.png|item_0218_2_f_3.png|item_0218_2_f_4.png,item_0218_3_f_1.png|item_0218_3_f_1.png|item_0218_3_f_2.png|item_0218_3_f_2.png,item_0218_4_f_1.png|item_0218_4_f_1.png|item_0218_4_f_2.png|item_0218_4_f_2.png,item_0218_5_f_1.png|item_0218_5_f_1.png|item_0218_5_f_1.png|item_0218_5_f_1.png,item_0218_1_b_1.png|item_0218_1_b_2.png|item_0218_1_b_3.png|item_0218_1_b_4.png,item_0218_2_b_1.png|item_0218_2_b_2.png|item_0218_2_b_3.png|item_0218_2_b_4.png,item_0218_3_b_1.png|item_0218_3_b_1.png|item_0218_3_b_2.png|item_0218_3_b_2.png,item_0218_4_b_1.png|item_0218_4_b_1.png|item_0218_4_b_2.png|item_0218_4_b_2.png,item_0218_5_b_1.png|item_0218_5_b_1.png|item_0218_5_b_1.png|item_0218_5_b_1.png
3013,STRING_GOODS_3013,STRING_GOODS_second_3013,T_BEIJING,GOODS_ICE,603,새우볶음밥,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,14,0,0,5,0,icon_item_20097_1.png|icon_item_20097_1.png|icon_item_20097_1.png|icon_item_20097_1.png|icon_item_20097_1.png,shop_item_0206_1.png|shop_item_0206_2.png|shop_item_0206_3.png|shop_item_0206_4.png|shop_item_0206_5.png,item_0206_1_f_1.png|item_0206_1_f_2.png|item_0206_1_f_3.png|item_0206_1_f_4.png,item_0206_2_f_1.png|item_0206_2_f_2.png|item_0206_2_f_3.png|item_0206_2_f_4.png,item_0206_3_f_1.png|item_0206_3_f_1.png|item_0206_3_f_2.png|item_0206_3_f_2.png,item_0206_4_f_1.png|item_0206_4_f_1.png|item_0206_4_f_1.png|item_0206_4_f_1.png,item_0206_5_f_1.png|item_0206_5_f_1.png|item_0206_5_f_1.png|item_0206_5_f_1.png,item_0206_1_b_1.png|item_0206_1_b_2.png|item_0206_1_b_3.png|item_0206_1_b_4.png,item_0206_2_b_1.png|item_0206_2_b_2.png|item_0206_2_b_3.png|item_0206_2_b_4.png,item_0206_3_b_1.png|item_0206_3_b_1.png|item_0206_3_b_2.png|item_0206_3_b_2.png,item_0206_4_b_1.png|item_0206_4_b_1.png|item_0206_4_b_1.png|item_0206_4_b_1.png,item_0206_5_b_1.png|item_0206_5_b_1.png|item_0206_5_b_1.png|item_0206_5_b_1.png
3014,STRING_GOODS_3014,,T_VENEZIA,GOODS_ICE,603,고고콘,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,36,0,0,5,0,0,icon_item_20098_1.png|icon_item_20098_1.png|icon_item_20098_1.png|icon_item_20098_1.png|icon_item_20098_1.png,shop_item_0203_1.png|shop_item_0203_2.png|shop_item_0203_3.png|shop_item_0203_4.png|shop_item_0203_5.png,item_0203_1_f_1.png|item_0203_1_f_2.png|item_0203_1_f_3.png|item_0203_1_f_4.png,item_0203_2_f_1.png|item_0203_2_f_2.png|item_0203_2_f_3.png|item_0203_2_f_4.png,item_0203_3_f_1.png|item_0203_3_f_1.png|item_0203_3_f_2.png|item_0203_3_f_2.png,item_0203_4_f_1.png|item_0203_4_f_1.png|item_0203_4_f_2.png|item_0203_4_f_2.png,item_0203_5_f_1.png|item_0203_5_f_1.png|item_0203_5_f_1.png|item_0203_5_f_1.png,item_0203_1_b_1.png|item_0203_1_b_2.png|item_0203_1_b_3.png|item_0203_1_b_4.png,item_0203_2_b_1.png|item_0203_2_b_2.png|item_0203_2_b_3.png|item_0203_2_b_4.png,item_0203_3_b_1.png|item_0203_3_b_1.png|item_0203_3_b_2.png|item_0203_3_b_2.png,item_0203_4_b_1.png|item_0203_4_b_1.png|item_0203_4_b_2.png|item_0203_4_b_2.png,item_0203_5_b_1.png|item_0203_5_b_1.png|item_0203_5_b_1.png|item_0203_5_b_1.png
3015,STRING_GOODS_3015,STRING_GOODS_second_3015,T_NEWYORK,GOODS_ICE,603,치킨너겟,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,43,0,0,5,0,0,icon_item_20099_1.png|icon_item_20099_1.png|icon_item_20099_1.png|icon_item_20099_1.png|icon_item_20099_1.png,shop_item_0201_1.png|shop_item_0201_2.png|shop_item_0201_3.png|shop_item_0201_4.png|shop_item_0201_5.png,item_0201_1_f_1.png|item_0201_1_f_2.png|item_0201_1_f_3.png|item_0201_1_f_4.png,item_0201_2_f_1.png|item_0201_2_f_1.png|item_0201_2_f_2.png|item_0201_2_f_2.png,item_0201_3_f_1.png|item_0201_3_f_1.png|item_0201_3_f_1.png|item_0201_3_f_1.png,item_0201_4_f_2.png|item_0201_4_f_2.png|item_0201_4_f_2.png|item_0201_4_f_2.png,item_0201_5_f_1.png|item_0201_5_f_1.png|item_0201_5_f_1.png|item_0201_5_f_1.png,item_0201_1_b_1.png|item_0201_1_b_2.png|item_0201_1_b_3.png|item_0201_1_b_4.png,item_0201_2_b_1.png|item_0201_2_b_1.png|item_0201_2_b_2.png|item_0201_2_b_2.png,item_0201_3_b_1.png|item_0201_3_b_1.png|item_0201_3_b_1.png|item_0201_3_b_1.png,item_0201_4_b_1.png|item_0201_4_b_1.png|item_0201_4_b_1.png|item_0201_4_b_1.png,item_0201_5_b_1.png|item_0201_5_b_1.png|item_0201_5_b_1.png|item_0201_5_b_1.png
3016,STRING_GOODS_3016,STRING_GOODS_second_3016,T_BEIJING,GOODS_ICE,603,중국 냉동,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,37,0,0,5,0,0,icon_item_20100_1.png|icon_item_20100_1.png|icon_item_20100_1.png|icon_item_20100_1.png|icon_item_20100_1.png,shop_item_0191_1.png|shop_item_0191_2.png|shop_item_0191_3.png|shop_item_0191_4.png|shop_item_0191_5.png,item_0191_1_f_1.png|item_0191_1_f_1.png|item_0191_1_f_1.png|item_0191_1_f_1.png,item_0191_2_f_1.png|item_0191_2_f_1.png|item_0191_2_f_1.png|item_0191_2_f_1.png,item_0191_3_f_1.png|item_0191_3_f_1.png|item_0191_3_f_1.png|item_0191_3_f_1.png,item_0191_4_f_1.png|item_0191_4_f_1.png|item_0191_4_f_1.png|item_0191_4_f_1.png,item_0191_5_f_1.png|item_0191_5_f_1.png|item_0191_5_f_1.png|item_0191_5_f_1.png,item_0191_1_b_1.png|item_0191_1_b_1.png|item_0191_1_b_1.png|item_0191_1_b_1.png,item_0191_2_b_1.png|item_0191_2_b_1.png|item_0191_2_b_1.png|item_0191_2_b_1.png,item_0191_3_b_1.png|item_0191_3_b_1.png|item_0191_3_b_1.png|item_0191_3_b_1.png,item_0191_4_b_1.png|item_0191_4_b_1.png|item_0191_4_b_1.png|item_0191_4_b_1.png,item_0191_5_b_1.png|item_0191_5_b_1.png|item_0191_5_b_1.png|item_0191_5_b_1.png
3017,STRING_GOODS_3017,STRING_GOODS_second_3017,T_SEOUL,GOODS_ICE,603,우박 화채,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,22,0,0,5,0,icon_item_20101_1.png|icon_item_20101_1.png|icon_item_20101_1.png|icon_item_20101_1.png|icon_item_20101_1.png,shop_item_0159_1.png|shop_item_0159_1.png|shop_item_0159_1.png|shop_item_0159_1.png|shop_item_0159_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png,item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png|item_0159_1_f_1.png
3018,STRING_GOODS_3018,STRING_GOODS_second_3018,T_BEIJING,GOODS_ICE,603,홍시 샤배트,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,50,0,0,5,0,0,icon_item_20102_1.png|icon_item_20102_1.png|icon_item_20102_1.png|icon_item_20102_1.png|icon_item_20102_1.png,shop_item_0144_1.png|shop_item_0144_1.png|shop_item_0144_1.png|shop_item_0144_1.png|shop_item_0144_1.png,item_0144_1_f_1.png|item_0144_1_f_1.png|item_0144_1_f_2.png|item_0144_1_f_2.png,item_0144_1_f_1.png|item_0144_1_f_1.png|item_0144_1_f_2.png|item_0144_1_f_2.png,item_0144_1_f_1.png|item_0144_1_f_1.png|item_0144_1_f_2.png|item_0144_1_f_2.png,item_0144_1_f_1.png|item_0144_1_f_1.png|item_0144_1_f_2.png|item_0144_1_f_2.png,item_0144_1_f_1.png|item_0144_1_f_1.png|item_0144_1_f_2.png|item_0144_1_f_2.png,item_0144_1_b_1.png|item_0144_1_b_1.png|item_0144_1_b_2.png|item_0144_1_b_2.png,item_0144_1_b_1.png|item_0144_1_b_1.png|item_0144_1_b_2.png|item_0144_1_b_2.png,item_0144_1_b_1.png|item_0144_1_b_1.png|item_0144_1_b_2.png|item_0144_1_b_2.png,item_0144_1_b_1.png|item_0144_1_b_1.png|item_0144_1_b_2.png|item_0144_1_b_2.png,item_0144_1_b_1.png|item_0144_1_b_1.png|item_0144_1_b_2.png|item_0144_1_b_2.png
3019,STRING_GOODS_3019,STRING_GOODS_second_3019,T_TOKYO,GOODS_ICE,603,자몽 샤베트,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,20,0,0,5,0,icon_item_20103_1.png|icon_item_20103_1.png|icon_item_20103_1.png|icon_item_20103_1.png|icon_item_20103_1.png,shop_item_0143_1.png|shop_item_0143_1.png|shop_item_0143_1.png|shop_item_0143_1.png|shop_item_0143_1.png,item_0143_1_f_1.png|item_0143_1_f_1.png|item_0143_1_f_2.png|item_0143_1_f_2.png,item_0143_1_f_1.png|item_0143_1_f_1.png|item_0143_1_f_2.png|item_0143_1_f_2.png,item_0143_1_f_1.png|item_0143_1_f_1.png|item_0143_1_f_2.png|item_0143_1_f_2.png,item_0143_1_f_1.png|item_0143_1_f_1.png|item_0143_1_f_2.png|item_0143_1_f_2.png,item_0143_1_f_1.png|item_0143_1_f_1.png|item_0143_1_f_2.png|item_0143_1_f_2.png,item_0143_1_b_1.png|item_0143_1_b_1.png|item_0143_1_b_2.png|item_0143_1_b_2.png,item_0143_1_b_1.png|item_0143_1_b_1.png|item_0143_1_b_2.png|item_0143_1_b_2.png,item_0143_1_b_1.png|item_0143_1_b_1.png|item_0143_1_b_2.png|item_0143_1_b_2.png,item_0143_1_b_1.png|item_0143_1_b_1.png|item_0143_1_b_2.png|item_0143_1_b_2.png,item_0143_1_b_1.png|item_0143_1_b_1.png|item_0143_1_b_2.png|item_0143_1_b_2.png
3020,STRING_GOODS_3020,STRING_GOODS_second_3020,T_VENEZIA,GOODS_ICE,603,캔디 아이스,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,21,0,0,5,0,icon_item_20104_1.png|icon_item_20104_1.png|icon_item_20104_1.png|icon_item_20104_1.png|icon_item_20104_1.png,shop_item_0089_1.png|shop_item_0089_1.png|shop_item_0089_1.png|shop_item_0089_1.png|shop_item_0089_1.png,item_0089_1_f_1.png|item_0089_1_f_2.png|item_0089_1_f_3.png|item_0089_1_f_4.png,item_0089_1_f_1.png|item_0089_1_f_2.png|item_0089_1_f_3.png|item_0089_1_f_4.png,item_0089_1_f_1.png|item_0089_1_f_2.png|item_0089_1_f_3.png|item_0089_1_f_4.png,item_0089_1_f_1.png|item_0089_1_f_2.png|item_0089_1_f_3.png|item_0089_1_f_4.png,item_0089_1_f_1.png|item_0089_1_f_2.png|item_0089_1_f_3.png|item_0089_1_f_4.png,item_0089_1_b_1.png|item_0089_1_b_2.png|item_0089_1_b_3.png|item_0089_1_b_4.png,item_0089_1_b_1.png|item_0089_1_b_2.png|item_0089_1_b_3.png|item_0089_1_b_4.png,item_0089_1_b_1.png|item_0089_1_b_2.png|item_0089_1_b_3.png|item_0089_1_b_4.png,item_0089_1_b_1.png|item_0089_1_b_2.png|item_0089_1_b_3.png|item_0089_1_b_4.png,item_0089_1_b_1.png|item_0089_1_b_2.png|item_0089_1_b_3.png|item_0089_1_b_4.png
3021,STRING_GOODS_3021,STRING_GOODS_second_3021,T_SEOUL,GOODS_ICE,603,민트초코,GOODS_GOLD,ITEM_RARE_N,100,5000,5000,3,3,1,100,0,0,5,0,0,icon_item_20145_1.png|icon_item_20145_1.png|icon_item_20145_1.png|icon_item_20145_1.png|icon_item_20145_1.png,icon_item_20145_1.png|icon_item_20145_1.png|icon_item_20145_1.png|icon_item_20145_1.png|icon_item_20145_1.png,item_10001_1_f_1.png|item_10001_1_f_2.png|item_10001_1_f_1.png|item_10001_1_f_2.png,item_10001_1_f_1.png|item_10001_1_f_2.png|item_10001_1_f_1.png|item_10001_1_f_2.png,item_10001_1_f_1.png|item_10001_1_f_2.png|item_10001_1_f_1.png|item_10001_1_f_2.png,item_10001_1_f_1.png|item_10001_1_f_2.png|item_10001_1_f_1.png|item_10001_1_f_2.png,item_10001_1_f_1.png|item_10001_1_f_2.png|item_10001_1_f_1.png|item_10001_1_f_2.png,item_10001_1_b_1.png|item_10001_1_b_2.png|item_10001_1_b_1.png|item_10001_1_b_2.png,item_10001_1_b_1.png|item_10001_1_b_2.png|item_10001_1_b_1.png|item_10001_1_b_2.png,item_10001_1_b_1.png|item_10001_1_b_2.png|item_10001_1_b_1.png|item_10001_1_b_2.png,item_10001_1_b_1.png|item_10001_1_b_2.png|item_10001_1_b_1.png|item_10001_1_b_2.png,item_10001_1_b_1.png|item_10001_1_b_2.png|item_10001_1_b_1.png|item_10001_1_b_2.png
10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
